3437	3437	Spring	2016	RICHARD WICE	CEE	12728	REMEDTN ENG	A	Lect	24	30	80%	8.5	3.96	4.13	4	3.71	4.21	4	4.54	3.92	3.83	2016.1	12728 - REMEDTN ENG
3438	3438	Spring	2012	RICHARD WICE	CEE	12728	SP TPC: REMEDTN ENG	A	Lect	24	28	86%	7.87	4.58	4.46	4.38	4.42	4.67	4.42	4.71	4.5	4.46	2012.1	12728 - SP TPC: REMEDTN ENG
3439	3439	Spring	2013	RICHARD WICE	CEE	12728	SP TPC: REMEDTN ENG	A	Lect	32	51	63%	7.52	4.48	4.55	4.48	4.35	4.66	4.61	4.69	4.48	4.42	2013.1	12728 - SP TPC: REMEDTN ENG
3440	3440	Spring	2010	NAKLES	CEE	12728	SP TPC: REMEDTN ENG	A	Lect	24	21	57%	8.56	3.56	3.48	3.67	3.67	3.81	3.36	4.4	3.42	3.23	2010.1	12728 - SP TPC: REMEDTN ENG
3442	3442	Spring	2015	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	5	5	100%	14.2	4.8	4.8	4.4	4.6	4.4	4.8	5	4.6	4.2	2015.1	12729 - ENV MICROBIOLGY ENGR
3443	3443	Spring	2014	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	8	8	100%	8.38	4.88	4.5	4.25	4.14	4.63	4.5	4.88	4.63	4.75	2014.1	12729 - ENV MICROBIOLGY ENGR
3444	3444	Spring	2011	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	11	11	100%	8.27	4.55	4.73	4.73	4.91	4.82	4.91	4.91	4.91	4.73	2011.1	12729 - ENV MICROBIOLGY ENGR
3445	3445	Spring	2010	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	9	14	64%	8	4.56	4.56	4.33	4.56	4.67	4.67	4.67	4.56	4.67	2010.1	12729 - ENV MICROBIOLGY ENGR
3446	3446	Spring	2013	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	7	12	58%	7.57	4.57	4.43	4.57	4	4.86	4.86	5	4.86	4.57	2013.1	12729 - ENV MICROBIOLGY ENGR
3447	3447	Spring	2012	KELVIN GREGORY	CEE	12729	ENV MICROBIOLGY ENGR	A	Lect	10	12	83%	6.8	3.4	3.4	3.6	2.9	4.1	3.7	4.2	3.2	3.2	2012.1	12729 - ENV MICROBIOLGY ENGR
3448	3448	Spring	2012	JEANNE VANBRIESEN	CEE	12730	SP TPC: ENVNL NANTCH	A	Lect	5	7	71%	8	4.2	4	4	3.2	4.6	4.4	4.6	4.4	4	2012.1	12730 - SP TPC: ENVNL NANTCH
3449	3449	Spring	2016	GREGORY LOWRY	CEE	12730	SP TPC: ENVNL NANTCH	A	Lect	15	20	75%	10.4	4.27	4.07	4	3.87	4.27	4.07	4.67	3.93	3.93	2016.1	12730 - SP TPC: ENVNL NANTCH
3450	3450	Spring	2014	GREGORY LOWRY	CEE	12730	SP TPC: ENVNL NANTCH	A	Lect	6	8	75%	9.5	4.5	4.17	4	4.17	4.33	4.33	3.67	4	3.83	2014.1	12730 - SP TPC: ENVNL NANTCH
3451	3451	Spring	2013	WILSON	CEE	12731	SP TPC: DRKG WTR TRT	A3	Lect	36	28	64%	6	4.61	4.33	4.42	4.17	4.52	4.37	4.77	4.39	4.33	2013.1	12731 - SP TPC: DRKG WTR TRT
3453	3453	Spring	2014	SANDRA KARCHER	CEE	12733	SP TPC DTB DT SYS EN	A	Lect	37	44	84%	10.92	4.27	4.22	4.22	4	3.92	4	4.08	3.72	3.81	2014.1	12733 - SP TPC DTB DT SYS EN
3454	3454	Spring	2013	SANDRA KARCHER	CEE	12733	SP TPC DTB DT SYS EN	A4	Lect	48	61	79%	7.28	4.26	4.31	4.19	4.25	4.23	4.19	4.5	4.1	4.17	2013.1	12733 - SP TPC DTB DT SYS EN
3455	3455	Spring	2016	MATTEO POZZI	CEE	12735	SP TPC URBN SYS MODG	A	Lect	14	16	88%	13.5	4.5	4.5	4.36	4.64	4.5	4.43	4.79	4.5	4.54	2016.1	12735 - SP TPC URBN SYS MODG
3456	3456	Spring	2015	MATTEO POZZI	CEE	12735	SP TPC URBN SYS MODG	A	Lect	17	20	85%	11.82	4.41	4.06	4.29	4.12	4.47	4.35	4.88	4.24	4.53	2015.1	12735 - SP TPC URBN SYS MODG
3457	3457	Spring	2013	MATTEO POZZI	CEE	12735	SP TPC URBN SYS MODG	A	Lect	19	22	86%	10.12	4.32	4.11	4.16	3.89	4.26	4.37	4.53	4.11	4.21	2013.1	12735 - SP TPC URBN SYS MODG
3458	3458	Spring	2014	MATTEO POZZI	CEE	12735	SP TPC URBN SYS MODG	A	Lect	18	19	95%	9.89	4.06	4.17	4.22	4.11	4.11	3.94	4.61	4.17	3.94	2014.1	12735 - SP TPC URBN SYS MODG
3459	3459	Fall	2016	MARIO BERGES	CEE	12740	DATA ACQUISITION	A1	Lect	27	42	64%	10.81	4.67	4.67	4.67	4.7	4.52	4.33	4.85	4.56	4.37	2016.8	12740 - DATA ACQUISITION
3460	3460	Fall	2015	MARIO BERGES	CEE	12740	DATA ACQUISITION	A1	Lect	26	39	67%	10.73	4.42	4.15	4.08	4.27	4.27	4.38	4.69	4.38	4.23	2015.8	12740 - DATA ACQUISITION
3461	3461	Fall	2015	MATTEO POZZI	CEE	12741	DATA MANAGEMENT	A2	Lect	38	56	68%	10.26	4.5	4.54	4.61	4.47	4.47	4.59	4.74	4.53	4.53	2015.8	12741 - DATA MANAGEMENT
3462	3462	Fall	2016	MATTEO POZZI	CEE	12741	DATA MANAGEMENT	A2	Lect	46	58	79%	8.47	4.39	4.37	4.3	4.2	4.3	4.41	4.63	4.26	4.33	2016.8	12741 - DATA MANAGEMENT
3463	3463	Spring	2010	JAMES GARRETT	CEE	12742	DECISION SUPPORT	A3	Lect	16	18	89%	11.38	4.69	4.56	4.73	4.38	4.63	4.6	4.63	4.38	4.56	2010.1	12742 - DECISION SUPPORT
3464	3464	Spring	2013	HAE YOUNG NOH	CEE	12742	DATA MING INFRST SPT	A3	Lect	26	43	60%	18.42	3.92	3.62	3.85	3.81	3.77	3.62	4.4	3.88	3.69	2013.1	12742 - DATA MING INFRST SPT
3465	3465	Spring	2014	HAE YOUNG NOH	CEE	12742	DATA MING INFRST SPT	A3	Lect	11	13	85%	16.27	4.55	4.09	4.36	4	4.09	4.45	4.73	4.36	4.27	2014.1	12742 - DATA MING INFRST SPT
3466	3466	Spring	2015	HAE YOUNG NOH	CEE	12742	DATA MING INFRST SPT	A4	Lect	30	35	86%	14.73	3.77	4.07	3.97	3.47	3.93	3.83	4.47	3.8	3.73	2015.1	12742 - DATA MING INFRST SPT
3467	3467	Spring	2014	XUESONG LIU	CEE	12743	CM BS AP SR DE SP CV	A3	Lect	4	11	36%	8.75	4.5	4.5	4.5	4.5	4.25	4.25	4.5	4.5	4.25	2014.1	12743 - CM BS AP SR DE SP CV
3468	3468	Spring	2013	XUESONG LIU	CEE	12743	CM BS AP SR DE SP CV	A3	Lect	28	43	65%	8.22	4.39	4.04	4	4.07	4	4	4.61	3.96	3.89	2013.1	12743 - CM BS AP SR DE SP CV
3469	3469	Spring	2011	JAMES GARRETT	CEE	12743	CM BS AP SR DE SP CV	A3	Lect	6	21	29%	11	4.83	4.5	4.5	4.67	4.67	4.5	5	4.5	4.33	2011.1	12743 - CM BS AP SR DE SP CV
3470	3470	Spring	2012	JAMES GARRETT	CEE	12743	CM BS AP SR DE SP CV	A3	Lect	27	39	69%	9.56	4.89	4.74	4.81	4.81	4.7	4.56	4.93	4.7	4.59	2012.1	12743 - CM BS AP SR DE SP CV
3471	3471	Fall	2010	SEMIHA ERGAN	CEE	12744	AIS SYSTM PROJ PREP	A2	Lect	9	21	43%	12.33	4.33	4.33	4.5	4.33	4.33	4.44	4.33	4.33	4.25	2010.8	12744 - AIS SYSTM PROJ PREP
3472	3472	Fall	2011	SEMIHA ERGAN	CEE	12744	AIS SYSTM PROJ PREP	A2	Lect	11	16	69%	9.64	4.64	4.64	4.64	4.73	4.55	4.36	4.82	4.27	4.36	2011.8	12744 - AIS SYSTM PROJ PREP
3473	3473	Fall	2012	SEMIHA ERGAN	CEE	12744	AIS SYSTM PROJ PREP	A2	Lect	19	25	76%	7.68	3.74	3.42	3.68	3.74	3.74	3.89	4.16	3.84	3.63	2012.8	12744 - AIS SYSTM PROJ PREP
3474	3474	Fall	2013	SEMIHA ERGAN	CEE	12744	AIS SYSTM PROJ PREP	A2	Lect	10	14	71%	5.9	2.9	3.1	2.8	3	2.8	3.1	3.4	2.9	2.9	2013.8	12744 - AIS SYSTM PROJ PREP
3475	3475	Spring	2016	SUSAN FINGER	CEE	12745	AIS PROJECT	A	Lect	8	14	57%	9.5	4.25	4	4.13	4.25	4.25	4.13	4.5	4.25	4.13	2016.1	12745 - AIS PROJECT
3476	3476	Spring	2015	SUSAN FINGER	CEE	12745	AIS PROJECT	A	Lect	9	12	75%	8	4.67	3.44	3.56	3.78	3.78	3.67	4.67	4.11	3.67	2015.1	12745 - AIS PROJECT
3477	3477	Spring	2010	SOIBELMAN	CEE	12745	AIS SYSTEMS PROJECT	A	Lect	16	14	57%	11	4	4.08	4	4.11	4.03	3.79	4	4.23	4	2010.1	12745 - AIS SYSTEMS PROJECT
3478	3478	Spring	2011	SEMIHA ERGAN	CEE	12745	AIS SYSTEMS PROJECT	A	Lect	14	21	67%	12.5	3.29	3.79	3.57	3.57	3.57	3.5	4.07	3.43	3.64	2011.1	12745 - AIS SYSTEMS PROJECT
3479	3479	Spring	2013	SEMIHA ERGAN	CEE	12745	AIS SYSTEMS PROJECT	A	Lect	5	7	71%	11.75	4.2	4.4	4.6	4	4	4	4	3.8	4.4	2013.1	12745 - AIS SYSTEMS PROJECT
3480	3480	Spring	2014	SEMIHA ERGAN	CEE	12745	AIS SYSTEMS PROJECT	A	Lect	4	6	67%	10.25	4	4	3.5	4.25	4.25	3.75	4.25	3.75	4.25	2014.1	12745 - AIS SYSTEMS PROJECT
3481	3481	Spring	2012	SEMIHA ERGAN	CEE	12745	AIS SYSTEMS PROJECT	A	Lect	12	15	80%	9.25	4.58	4.67	4.58	4.75	4.58	4.58	4.83	4.58	4.58	2012.1	12745 - AIS SYSTEMS PROJECT
3483	3483	Fall	2016	XUESONG LIU	CEE	12746	ST: PYTHON PROTOTYP	A1	Lect	50	85	59%	11.9	4.58	4.38	4.42	4.28	4.45	4.32	4.82	4.29	4.26	2016.8	12746 - ST: PYTHON PROTOTYP
3484	3484	Fall	2015	XUESONG LIU	CEE	12746	ST: PYTHON PROTOTYP	A1	Lect	37	59	63%	11.81	4.49	4.3	4.41	4.54	4.59	4.49	4.84	4.35	4.46	2015.8	12746 - ST: PYTHON PROTOTYP
3485	3485	Fall	2013	XUESONG LIU	CEE	12746	SPECIAL TOPICS	A1	Lect	24	37	65%	10.75	4.38	4.21	4.08	4.08	4.08	4.13	4.5	4.04	4	2013.8	12746 - SPECIAL TOPICS
3486	3486	Fall	2012	NESTOR GOMEZ	CEE	12746	SPECIAL TOPICS	A1	Lect	7	15	47%	12.29	4.43	3.57	3.29	3.57	3	3.14	4.43	2.86	3.14	2012.8	12746 - SPECIAL TOPICS
3487	3487	Fall	2016	KATHARINE FLYNN	CEE	12747	SUSTNBL BLDG	A1	Lect	41	68	60%	7.79	4.29	4.27	4.27	4.37	4.46	4.29	4.52	4.22	4.15	2016.8	12747 - SUSTNBL BLDG
3488	3488	Fall	2015	KATHARINE FLYNN	CEE	12747	SP TP: SUSTNBL BLDG	A1	Lect	33	47	70%	6.55	4.12	4.39	4.3	4.21	4.39	4.15	4.61	4.24	4.12	2015.8	12747 - SP TP: SUSTNBL BLDG
3489	3489	Fall	2016	GERRY MATTERN	CEE	12748	MCH EL SY DES	A2	Lect	40	48	83%	6.65	4.88	4.78	4.75	4.75	4.8	4.78	4.95	4.82	4.72	2016.8	12748 - MCH EL SY DES
3490	3490	Fall	2015	GERRY MATTERN	CEE	12748	SP TPC MCH EL SY DES	A2	Lect	28	46	61%	6	4.79	4.21	4.25	3.96	4.54	4.57	4.71	4.39	4.07	2015.8	12748 - SP TPC MCH EL SY DES
3491	3491	Spring	2016	CONSTANTINOS SAMARAS	CEE	12749	ST: CLIM CHGE ADAPT	A4	Lect	32	40	80%	7.63	4.47	4.69	4.44	4.31	4.66	4.56	4.75	4.5	4.41	2016.1	12749 - ST: CLIM CHGE ADAPT
3492	3492	Spring	2016	QIAN	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	40	22	91%	9.68	4.23	4.33	4.28	4.15	4.33	4.21	4.59	4.18	4.21	2016.1	12750 - INFRASTRUCTURE MGMT
3493	3493	Spring	2011	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	34	25	68%	10.47	4.24	4.38	4.44	4.24	4.47	4.37	4.53	4.26	4.26	2011.1	12750 - INFRASTRUCTURE MGMT
3494	3494	Spring	2012	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	52	36	72%	9.37	4.37	4.45	4.49	4.3	4.4	4.34	4.58	4.34	4.26	2012.1	12750 - INFRASTRUCTURE MGMT
3495	3495	Spring	2015	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	60	39	77%	9.21	4.55	4.58	4.55	4.37	4.62	4.4	4.65	4.46	4.5	2015.1	12750 - INFRASTRUCTURE MGMT
3496	3496	Spring	2010	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	36	31	58%	8.79	4.18	4.07	4.12	4.15	4.12	4.04	4.09	3.99	4.19	2010.1	12750 - INFRASTRUCTURE MGMT
3497	3497	Spring	2013	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	44	30	73%	8	4.13	4.43	4.36	4.09	4.46	4.2	4.43	4.25	4.02	2013.1	12750 - INFRASTRUCTURE MGMT
3498	3498	Spring	2014	HENDRICKSON	CEE	12750	INFRASTRUCTURE MGMT	A	Lect	38	27	70%	8.08	4.65	4.37	4.42	4.11	4.55	4.5	4.79	4.53	4.5	2014.1	12750 - INFRASTRUCTURE MGMT
3506	3506	Fall	2010	PETER ADAMS	CEE	12751	ADV TPCS AIR QUALITY	A	Lect	9	11	82%	12	5	5	4.89	4.67	4.89	5	5	5	5	2010.8	12751 - ADV TPCS AIR QUALITY
3507	3507	Fall	2012	PETER ADAMS	CEE	12751	ADV TPCS AIR QUALITY	A	Lect	7	14	50%	11.86	4.57	4.57	4.71	3.86	4.29	4.29	4.86	4.57	4.29	2012.8	12751 - ADV TPCS AIR QUALITY
3508	3508	Fall	2015	CHRISTOPHER SULLIVAN	CEE	12751	AIR QUALTY ENGINEERG	A	Lect	16	20	80%	15.56	4.88	4.63	4.75	4.69	4.69	4.75	4.94	4.81	4.81	2015.8	12751 - AIR QUALTY ENGINEERG
3509	3509	Spring	2012	ALLEN ROBINSON	CEE	12751	ADV TPCS AIR QUALITY	A	Lect	7	9	78%	9.29	4.71	4.29	4.57	4	4.43	4.57	4.86	4.43	4.43	2012.1	12751 - ADV TPCS AIR QUALITY
3510	3510	Fall	2015	MARIO BERGES	CEE	12752	ST: DATA BLDG EN MGT	A2	Lect	22	29	76%	11.6	4.45	4.14	4.14	4.41	4.45	4.41	4.73	4.41	4.5	2015.8	12752 - ST: DATA BLDG EN MGT
3511	3511	Fall	2016	MARIO BERGES	CEE	12752	ST: DATA BLDG EN MGT	A2	Lect	31	38	82%	10.93	4.32	3.97	3.81	3.84	4.03	4.06	4.77	4.19	4.16	2016.8	12752 - ST: DATA BLDG EN MGT
3512	3512	Spring	2015	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	21	23	91%	14.9	4.81	4.62	4.62	4.76	4.81	4.62	4.86	4.62	4.67	2015.1	12755 - FINITE ELEM MECH I
3513	3513	Spring	2016	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	10	15	67%	12.6	4.6	4.6	4.8	4.7	4.7	4.7	4.9	4.7	4.7	2016.1	12755 - FINITE ELEM MECH I
3514	3514	Fall	2013	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	21	25	84%	16.57	4.81	4.71	4.81	4.71	4.86	4.86	4.95	4.86	4.9	2013.8	12755 - FINITE ELEM MECH I
3515	3515	Fall	2016	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	12	15	80%	16.33	4.83	4.92	4.75	4.58	4.67	4.67	4.92	4.83	4.75	2016.8	12755 - FINITE ELEM MECH I
3516	3516	Fall	2011	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	10	13	77%	13.1	4.7	4.6	4.6	4.67	4.8	4.7	4.8	4.7	4.8	2011.8	12755 - FINITE ELEM MECH I
3517	3517	Fall	2012	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	21	21	100%	12.2	4.9	4.86	4.9	4.81	4.86	4.9	4.9	4.9	4.9	2012.8	12755 - FINITE ELEM MECH I
3518	3518	Fall	2010	JACOBO BIELAK	CEE	12755	FINITE ELEM MECH I	A	Lect	8	10	80%	11.75	4.25	4.13	4.43	4.25	4.25	4.13	4.29	4.13	4.13	2010.8	12755 - FINITE ELEM MECH I
3519	3519	Spring	2013	JACOBO BIELAK	CEE	12757	VIBRATION	A	Lect	12	14	86%	11	4.83	4.67	4.75	4.5	4.75	4.75	4.75	4.83	4.58	2013.1	12757 - VIBRATION
3520	3520	Spring	2010	JACOBO BIELAK	CEE	12757	VIBRATION	A	Lect	6	6	100%	10.5	5	5	5	5	5	5	5	5	5	2010.1	12757 - VIBRATION
3521	3521	Spring	2014	JACOBO BIELAK	CEE	12757	VIBRATION	A	Lect	10	12	83%	10.4	4.9	4.9	4.8	4.8	4.9	4.8	4.9	4.89	4.9	2014.1	12757 - VIBRATION
3522	3522	Spring	2011	JACOBO BIELAK	CEE	12757	VIBRATION	A	Lect	10	11	91%	9.8	4.9	4.9	4.9	4.9	4.8	5	5	4.9	4.9	2011.1	12757 - VIBRATION
3523	3523	Fall	2015	JACOBO BIELAK	CEE	12757	VIBRATION	A	Lect	13	14	93%	14.62	4.85	4.77	4.62	4.62	4.77	4.69	4.85	4.77	4.69	2015.8	12757 - VIBRATION
3524	3524	Spring	2016	HAE YOUNG NOH	CEE	12761	ST SENS DATA MINING	A	Lect	11	13	85%	12	4.64	4.45	4.64	4.55	4.55	4.45	4.82	4.27	4.27	2016.1	12761 - ST SENS DATA MINING
3525	3525	Spring	2016	KELLY KLIMA	CEE	12765	INT CLM ADP INN CRTL	A3	Lect	16	29	55%	7.81	3.56	3.63	3.56	3.69	3.81	3.75	4.44	3.69	3.38	2016.1	12765 - INT CLM ADP INN CRTL
3526	3526	Fall	2016	PARTH VAISHNAV	CEE	12766	ST: CLIMATE CHG	A	Lect	16	21	76%	7	4.81	4.56	4.56	4.5	4.63	4.81	4.81	4.69	4.5	2016.8	12766 - ST: CLIMATE CHG
3527	3527	Spring	2015	IRIS GROSSMANN	CEE	12766	ST: CLIMATE CHG	A	Lect	16	20	80%	10.19	4.5	4.31	4.5	4.25	4.44	4.31	4.5	4.25	4.19	2015.1	12766 - ST: CLIMATE CHG
3528	3528	Fall	2015	IRIS GROSSMANN	CEE	12766	ST: CLIMATE CHG	A	Lect	7	13	54%	6.71	4.86	4.86	4.71	4.86	4.86	4.71	4.86	4.71	4.71	2015.8	12766 - ST: CLIMATE CHG
3529	3529	Spring	2012	JACOBO BIELAK	CEE	12767	SP TPC: WAVE PROPGTN	A	Lect	6	7	86%	10.4	5	4.83	4.83	4.83	5	4.83	4.83	4.83	5	2012.1	12767 - SP TPC: WAVE PROPGTN
3530	3530	Fall	2010	KAUSHIK DAYAL	CEE	12769	CONTM MECHC MTRLS	A	Lect	6	6	100%	10.5	4.17	4.17	4.17	3.5	4.5	4.33	4.67	4.17	4.33	2010.8	12769 - CONTM MECHC MTRLS
3531	3531	Spring	2013	AMIT ACHARYA	CEE	12769	CONTM MECHC MTRLS	A	Lect	7	7	100%	8.86	4.86	4.71	4.71	3.86	4.57	4.57	5	4.57	4.71	2013.1	12769 - CONTM MECHC MTRLS
3532	3532	Fall	2012	AMIT ACHARYA	CEE	12772	INELASTICITY	A	Lect	5	5	100%	9.2	4.6	4.6	4.6	4.4	4.8	4.6	4.8	4.8	4.8	2012.8	12772 - INELASTICITY
3533	3533	Fall	2011	AMIT ACHARYA	CEE	12772	INELASTICITY	A	Lect	7	7	100%	8	4.86	4.43	4.29	4.29	4.71	4.43	5	4.57	4.43	2011.8	12772 - INELASTICITY
3534	3534	Fall	2013	AMIT ACHARYA	CEE	12772	INELASTICITY	A	Lect	5	5	100%	7.4	5	4.8	4.6	4.2	5	4.8	5	5	5	2013.8	12772 - INELASTICITY
3535	3535	Spring	2014	AMIT ACHARYA	CEE	12773	DISLOCATION MECHANIC	A	Lect	2	2	100%	9.5	5	5	5	5	5	5	5	5	5	2014.1	12773 - DISLOCATION MECHANIC
3536	3536	Spring	2012	AMIT ACHARYA	CEE	12773	DISLOCATION MECHANIC	A	Lect	5	6	83%	5	4.4	4.2	4.4	3.8	4.6	4.8	5	4.4	4.2	2012.1	12773 - DISLOCATION MECHANIC
3537	3537	Fall	2010	AMIT ACHARYA	CEE	12773	DISLOCATION MECHANIC	A	Lect	8	9	89%	6.88	4.63	4.63	4.38	4.25	4.5	4.25	4.5	4.13	4.25	2010.8	12773 - DISLOCATION MECHANIC
3538	3538	Fall	2016	MAARTEN DE BOER	CEE	12775	INTRO SLD MECHANICS	A	Lect	3	3	100%	13.33	4.67	4	4.33	4.33	4.33	4.33	4.67	4.33	3.67	2016.8	12775 - INTRO SLD MECHANICS
3539	3539	Fall	2015	MAARTEN DE BOER	CEE	12775	INTRO SLD MECHANICS	A	Lect	3	4	75%	9	4.67	5	5	4.67	5	4.67	5	4.67	5	2015.8	12775 - INTRO SLD MECHANICS
3540	3540	Spring	2010	JACK BEUTH	CEE	12776	INTRO TO SOLIDS II	A	Lect	10	10	100%	6.8	4.9	4.8	4.9	4.4	4.6	4.6	4.9	4.8	4.8	2010.1	12776 - INTRO TO SOLIDS II
3541	3541	Spring	2012	CRAIG MALONEY	CEE	12779	SP TPC: IN BN VL PR	A	Lect	5	6	83%	9.8	4.2	4	4	3.8	4.2	3.8	4.4	4	4	2012.1	12779 - SP TPC: IN BN VL PR
3542	3542	Fall	2015	XUESONG LIU	CEE	12780	ST:ADV PYTHON	A2	Lect	44	66	67%	10.75	4.75	4.7	4.7	4.57	4.73	4.64	4.91	4.66	4.7	2015.8	12780 - ST:ADV PYTHON
3543	3543	Fall	2016	XUESONG LIU	CEE	12780	ST:ADV PYTHON	A2	Lect	45	63	71%	9.45	4.62	4.49	4.6	4.38	4.49	4.55	4.82	4.62	4.61	2016.8	12780 - ST:ADV PYTHON
3544	3544	Spring	2013	PETER ADAMS	CEE	12781	FNDMTL ATMPHC AEROSL	A	Lect	7	11	64%	8.14	5	4.86	4.86	4.14	4.71	4.86	5	4.86	4.86	2013.1	12781 - FNDMTL ATMPHC AEROSL
3545	3545	Spring	2015	PETER ADAMS	CEE	12781	FNDMTL ATMPHC AEROSL	A	Lect	11	15	73%	7	4.7	4.73	4.91	4.27	5	5	5	4.91	4.73	2015.1	12781 - FNDMTL ATMPHC AEROSL
3546	3546	Spring	2011	PETER ADAMS	CEE	12781	FNDMTL ATMPHC AEROSL	A	Lect	8	10	80%	6.5	4.88	5	5	3.71	5	5	5	5	4.75	2011.1	12781 - FNDMTL ATMPHC AEROSL
3547	3547	Spring	2016	AMIT ACHARYA	CEE	12782	ST PLASTICITY DISLOC	A	Lect	4	4	100%	8	5	5	5	5	5	5	5	5	5	2016.1	12782 - ST PLASTICITY DISLOC
3548	3548	Fall	2016	ZHEN QIAN	CEE	12783	GEOGRPHC INFO SYSTEM	B	Lect	14	19	74%	9.62	4.43	4.5	4.43	4.43	4.5	4.5	4.64	4.29	4.43	2016.8	12783 - GEOGRPHC INFO SYSTEM
3549	3549	Spring	2011	DAYAL	CEE	12784	SPECIAL TOPICS	A	Lect	12	7	86%	2.8	3.71	4.27	4	4	3.9	3.9	4.27	3.9	3.81	2011.1	12784 - SPECIAL TOPICS
3551	3551	Spring	2011	AMIT ACHARYA	CEE	12785	SP TPCS:ADV MTHMC EN	A	Lect	12	14	86%	7.25	4.5	4.58	4.42	4.17	4.58	4.08	4.75	4.17	4.25	2011.1	12785 - SP TPCS:ADV MTHMC EN
3552	3552	Fall	2016	ZHEN QIAN	CEE	12789	GROWTH INTELLG TRANS	A2	Lect	12	17	71%	7	4.67	4.5	4.75	4.5	4.83	4.42	4.83	4.67	4.58	2016.8	12789 - GROWTH INTELLG TRANS
3553	3553	Fall	2016	DAVID DZOMBAK	CEE	12790	TEACHING WORKSHOP	A	Lect	9	13	69%	3	4.89	4.89	5	4.78	5	4.78	5	4.89	4.89	2016.8	12790 - TEACHING WORKSHOP
3554	3554	Fall	2015	DAVID DZOMBAK	CEE	12790	TEACHING WORKSHOP	A	Lect	11	23	48%	2.6	4.27	4.27	4.27	4.27	4.45	4.27	4.45	4.27	4.09	2015.8	12790 - TEACHING WORKSHOP
3555	3555	Spring	2016	SUSAN FINGER	CEE	12794	GRADUATE SEMINAR	B	Lect	104	18	67%	2.71	4.51	4.5	4.48	4.42	4.47	4.47	4.61	4.51	4.48	2016.1	12794 - GRADUATE SEMINAR
3556	3556	Fall	2016	MEAGAN MAUTER	CEE	12794	GRADUATE SEMINAR	A	Lect	120	30	60%	2.59	4.5	4.43	4.45	4.4	4.41	4.39	4.58	4.49	4.42	2016.8	12794 - GRADUATE SEMINAR
3557	3557	Fall	2015	MATTEO POZZI	CEE	12794	GRADUATE SEMINAR	B	Lect	120	15	73%	2.81	4.35	4.39	4.29	4.26	4.32	4.29	4.39	4.33	4.29	2015.8	12794 - GRADUATE SEMINAR
3560	3560	Spring	2015	JEANNE VANBRIESEN	CEE	12794	GRADUATE SEMINAR	A	Lect	139	45	40%	4.01	4.44	4.44	4.42	4.33	4.4	4.36	4.5	4.43	4.35	2015.1	12794 - GRADUATE SEMINAR
3571	3571	Fall	2010	JANEL MILLER	CEE	12795	SP TPCS TCHL COMMCTN	A	Lect	34	58	59%	3.06	4.5	4.26	4.41	4.38	4.35	4.38	4.5	4.26	4.21	2010.8	12795 - SP TPCS TCHL COMMCTN
3572	3572	Spring	2016	DAVID DZOMBAK	CEE	12796	ST: COMM RESEARCH	A4	Lect	6	14	43%	5.75	4.5	4.67	4.83	4.17	4.83	4.67	4.83	4.67	4.67	2016.1	12796 - ST: COMM RESEARCH
3573	3573	Fall	2011	JANEL MILLER	CEE	12798	SP TPCS TCHL COMMCTN	A	Lect	39	45	87%	3.22	4.78	4.78	4.78	4.69	4.78	4.81	4.84	4.73	4.73	2011.8	12798 - SP TPCS TCHL COMMCTN
3574	3574	Fall	2012	JANEL MILLER	CEE	12798	SP TPCS TCHL COMMCTN	A	Lect	36	48	75%	2.88	4.72	4.57	4.67	4.63	4.69	4.72	4.78	4.64	4.63	2012.8	12798 - SP TPCS TCHL COMMCTN
3575	3575	Spring	2015	ANDREA FRANCIONI ROONEY	CEE	12798	SP TP: PROFNL COMMNC	A	Lect	11	11	100%	5.36	5	5	5	5	5	5	5	5	5	2015.1	12798 - SP TP: PROFNL COMMNC
3576	3576	Fall	2015	ANDREA FRANCIONI ROONEY	CEE	12798	SP TP: PROFNL COMMNC	A	Lect	11	15	73%	3.91	4.82	4.91	4.82	4.73	4.64	4.82	4.82	4.64	4.73	2015.8	12798 - SP TP: PROFNL COMMNC
